,Unnamed: 0,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg,spacy_predict_avg
786,786,861995674983329093,Rental unit in Rotterdam · ★New · 1 bedroom · 1 bed · 1 bath,,73699416,Barry,within an hour,100%,67%,f,1.0,1,,Overschie,51.9438811,4.424502299999999,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],93.0,3,95,95,2,2,2,2023-11-27,2023-11-30,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,2.0,5.0,5.0,5.0
787,787,862190794166658788,Bed and breakfast in Rotterdam · ★4.63 · 8 bedrooms · 23 beds · 4.5 shared baths,"Hotspot van Rotterdam, dicht bij het centrum.<br />Luxor theater op 500 meter afstand<br />Vele restaurants in de buurt<br />Ahoy op 3 metro haltes afstand",228183003,Mario,within an hour,100%,99%,t,4.0,4,"Rotterdam, Zuid-Holland, Netherlands",Katendrecht,51.90291,4.48653,Private room in bed and breakfast,Private room,16,,4.5 shared baths,,23.0,[],57.0,1,4,4,16,16,1,2023-06-14,2023-11-29,4.63,4.63,4.56,4.69,4.69,4.81,4.63,f,4,0,0,2.49,5.0,5.0,4.333333333333333
788,788,866562925691649808,Home in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,The house is located on a canal in multi cultural neighbourhood which boosts a large number of typical Dutch-Surinam shops and takeways. The city centre is 10 minutes by bike (you can use two of our bikes).,48240055,Ella,within a day,100%,88%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Hillesluis,51.89263381392815,4.511632950787359,Private room in home,Private room,2,,1.5 baths,,1.0,[],150.0,2,7,7,22,22,0,2023-04-15,2023-10-08,5.0,4.91,4.95,4.86,4.95,4.68,4.91,f,1,0,0,2.61,5.0,5.0,4.4375
789,789,867691861296540481,casa particular in Rotterdam · ★4.43 · 1 bedroom · 1 bed · 1.5 shared baths,City centre is the place to be!,4961550,Urbian,within an hour,100%,100%,f,5.0,6,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91921,4.46878,Private room in casa particular,Private room,2,,1.5 shared baths,,1.0,[],65.0,2,365,1125,13,13,0,2023-04-22,2023-11-11,4.43,4.64,4.36,4.57,4.79,4.57,4.43,t,5,1,0,1.59,5.0,5.0,3.1666666666666665
790,790,869217097647402731,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,13011940,Aimee,within a few hours,100%,82%,f,2.0,2,,Cs Kwartier,51.92547,4.46688,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],204.0,3,180,180,8,8,0,2023-07-10,2023-11-11,5.0,4.88,4.75,5.0,5.0,4.88,4.88,f,2,2,0,1.44,5.0,5.0,5.0
791,791,872129650786929668,Condo in Rotterdam · ★4.96 · 1 bedroom · 1 bed · 1 private bath,"De Provenierswijk is momenteel één van de leukste en populairste wijken van de stad en de Provenierssingel is misschien wel de mooiste straat uit de wijk. Op loopafstand bevinden zich leuke espressobarretjes, restaurants en uiteraard het Centraal Station.",38535698,Carmen,within an hour,100%,86%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Agniesebuurt,51.92851,4.47323,Private room in condo,Private room,2,,1 private bath,,1.0,[],115.0,1,31,31,28,28,1,2023-05-11,2023-12-02,4.96,4.93,4.93,4.86,4.93,4.93,4.79,f,2,0,0,3.7,5.0,4.928571428571429,4.714285714285714
792,792,872187109386453415,Tiny home in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,,118041670,Katerina,within a few hours,100%,91%,f,1.0,1,,Schiemond,51.90246640281436,4.449525910450758,Tiny home,Entire home/apt,2,,1 bath,,1.0,[],129.0,2,1125,1125,12,12,0,2023-06-08,2023-09-21,4.67,4.58,4.42,4.75,4.83,4.75,4.25,f,1,1,0,1.81,5.0,5.0,3.5
793,793,872374214976430847,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,,210722405,Jolie,within an hour,100%,93%,t,2.0,2,,Schiemond,51.90276399030182,4.462702061407464,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],,2,365,365,9,9,0,2023-05-21,2023-10-20,5.0,5.0,5.0,4.56,5.0,4.78,4.78,f,2,1,0,1.24,5.0,5.0,3.75
794,794,877557014530356375,Rental unit in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,,6822055,Yahya,within a few hours,100%,71%,f,1.0,1,,Oude Noorden,51.93424,4.47512,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],95.0,3,1125,1125,12,12,1,2023-09-08,2023-11-24,4.92,4.75,4.83,4.92,4.92,4.75,4.67,f,1,1,0,3.36,5.0,5.0,4.428571428571429
795,795,878290500723715844,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Rustige buurt met veel gezinnen.,248187061,Milan,within a day,100%,80%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Lombardijen,51.87662,4.53145,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],149.0,3,14,14,5,5,0,2023-05-21,2023-09-29,5.0,5.0,5.0,5.0,5.0,4.0,4.6,f,1,1,0,0.69,5.0,5.0,5.0
796,796,878827662958750514,Rental unit in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,"20 meters from shopping center Alexandrium in Rotterdam East 200 shops, restaurants, 16 megastores.（Please check the video I have made for this room in the photos, you need to copy the link and watch it on YouTube.）<br /><br />140 meters from Train Station and Metro station Central Alexandrium. 5 mins train to Rotterdam Central, 15 mins Metro to Rotterdam Central.",511998359,Ray,within a few hours,100%,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Oosterflank,51.94829,4.55387,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],69.0,1,1125,1125,9,9,0,2023-05-20,2023-11-17,4.89,4.89,4.78,5.0,5.0,4.67,4.67,f,1,0,0,1.24,5.0,5.0,4.0
797,797,879599687931692146,Rental unit in Rotterdam · ★4.70 · 1 bedroom · 1 bed · 1 bath,Centraal gelegen in de levendige wijk Carnisse.,512178212,Wigger,within an hour,100%,95%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Carnisse,51.8881506,4.4860008,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],84.0,1,28,1125,33,33,2,2023-06-08,2023-12-13,4.7,4.67,4.73,4.91,4.94,4.48,4.45,t,1,1,0,4.97,5.0,4.875,4.1875
798,798,881106279117536950,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 private bath,"Right in the city centre, restaurants, bars and nightlife just around the corner.",4961550,Urbian,within an hour,100%,100%,f,5.0,6,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.920474,4.468491,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],46.0,2,365,365,1,1,1,2023-12-08,2023-12-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,5,1,0,1.0,5.0,5.0,4.0
799,799,882404772573554055,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,,14548696,Arianne,within an hour,100%,89%,f,1.0,11,,Nieuwe Westen,51.91252,4.45628,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],190.0,2,365,1125,5,5,0,2023-06-04,2023-10-09,5.0,4.8,4.8,5.0,5.0,5.0,4.8,f,1,1,0,0.74,5.0,5.0,4.5
800,800,883222340257484528,Home in Rotterdam · 3 bedrooms · 2 beds · 1 bath,,8529892,Ellemiek,,,100%,f,1.0,1,,Nieuwe Westen,51.91926,4.44831,Entire home,Entire home/apt,4,,1 bath,,2.0,[],195.0,7,1125,1125,2,2,0,2023-08-20,2023-09-04,4.5,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0.48,5.0,5.0,4.0
801,801,885261410160735298,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,7100418,Lylette,within a few hours,100%,80%,f,1.0,1,,Dijkzigt,51.91027,4.45973,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],150.0,5,30,30,5,5,0,2023-06-09,2023-10-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.76,5.0,5.0,3.6666666666666665
802,802,886753736688683383,Rental unit in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,,415935303,Max,within a few hours,100%,73%,t,3.0,3,,Liskwartier,51.93516,4.47041,Private room in rental unit,Private room,2,,1.5 baths,,1.0,[],91.0,2,365,365,12,12,3,2023-05-28,2023-12-11,4.67,4.58,4.58,4.67,4.75,4.67,4.25,f,2,0,0,1.71,5.0,5.0,4.428571428571429
803,803,887002043705301681,Bed and breakfast in Rotterdam · ★4.89 · 9 bedrooms · 27 beds · 2 baths,,228183003,Mario,within an hour,100%,99%,t,4.0,4,,Kop van Zuid,51.90400220632782,4.48642927044663,Private room in bed and breakfast,Private room,16,,2 baths,,27.0,[],69.0,1,1125,1125,9,9,0,2023-08-17,2023-10-27,4.89,5.0,4.78,5.0,5.0,4.89,4.89,f,4,0,0,2.09,5.0,5.0,3.75
804,804,889848837390188171,Rental unit in Rotterdam · ★4.75 · 2 bedrooms · 2 beds · 1 bath,"Supermarket nearby, wine shop, organic shop, night shop, ice-cream shop (de ijsmaker). Tram, bus, train nearby. Rent a boat nearby. Access to the Bergse lake or Kralingen through the canal, must say it's wonderful in summer.",514436531,Anna,within an hour,100%,96%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Hillegersberg Zuid,51.94383106925045,4.483436420559883,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],170.0,2,14,14,12,12,0,2023-05-29,2023-11-12,4.75,4.92,4.67,4.92,5.0,4.75,4.67,f,1,1,0,1.72,5.0,5.0,4.0
805,805,893439591966411114,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Upcoming neighborhood, close to CS, city center (Meent) and Kralingse Bos",515200301,Femke,within an hour,100%,75%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Nieuw Crooswijk,51.93534,4.49,Entire rental unit,Entire home/apt,1,,1 bath,,1.0,[],149.0,3,1125,1125,3,3,0,2023-06-04,2023-08-04,5.0,5.0,5.0,5.0,5.0,5.0,4.33,f,1,1,0,0.44,5.0,5.0,4.0
806,806,894194650166262514,Rental unit in Rotterdam · ★4.25 · 2 bedrooms · 2 beds · 1 bath,,272746223,Sam,within an hour,100%,100%,f,1.0,2,,Stadsdriehoek,51.9161836,4.4867971,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,2,365,365,4,4,0,2023-06-23,2023-10-21,4.25,4.5,3.5,4.25,5.0,5.0,4.5,t,1,1,0,0.65,5.0,5.0,5.0
807,807,895346820557353558,Hotel in Rotterdam · 2 bedrooms · 2 beds · 2 baths,,9244807,Edwin,within an hour,100%,39%,f,5.0,5,,Kop van Zuid - Entrepot,51.91097974745564,4.49711736291647,Room in hotel,Private room,4,,2 baths,,2.0,[],377.0,1,365,365,1,1,0,2023-09-29,2023-09-29,5.0,3.0,5.0,5.0,5.0,5.0,5.0,f,4,0,0,0.35,5.0,5.0,3.0
808,808,896055271296651774,Rental unit in Rotterdam · ★4.73 · 3 bedrooms · 3 beds · 1.5 baths,,352667119,Annemarie,within a few hours,100%,82%,f,2.0,2,,Het Lage Land,51.94559,4.53871,Entire rental unit,Entire home/apt,5,,1.5 baths,,3.0,[],225.0,3,365,365,11,11,2,2023-06-23,2023-12-10,4.73,5.0,4.82,5.0,4.91,4.27,4.55,f,2,2,0,1.79,5.0,5.0,4.5
809,809,896382526260328506,Rental unit in Rotterdam · ★4.33 · 2 bedrooms · 3 beds · 1 bath,"Rustig gelegen nabij voetbalstadion de Kuip. Op loopafstand diverse winkels, restaurants, horeca, parken, etc.",515845756,Imelda,,,90%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Hillesluis,51.89207,4.51966,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],180.0,3,60,60,6,6,0,2023-06-18,2023-09-29,4.33,4.33,4.17,4.67,4.5,4.67,4.5,f,1,1,0,0.95,5.0,5.0,4.5
810,810,896441312480251549,Rental unit in Rotterdam · ★New · 1 bedroom · 1 bed · Half-bath,,149289866,Khalil,within a few hours,100%,29%,f,1.0,4,,Oud Mathenesse,51.919813,4.4219737,Private room in rental unit,Private room,2,,Half-bath,,1.0,[],60.0,1,365,365,2,2,0,2023-10-29,2023-11-05,4.5,4.5,4.5,5.0,5.0,4.5,5.0,f,1,0,0,1.07,5.0,5.0,4.0
811,811,896503327733390875,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,156899559,El,,,100%,f,1.0,1,,Oude Westen,51.9192868,4.463854899999999,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],122.0,21,365,365,1,1,0,2023-05-27,2023-05-27,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,1,1,0,0.14,5.0,5.0,5.0
812,812,901035456524462935,Boat in Rotterdam · ★4.79 · 2 bedrooms · 2 beds · 1.5 baths,"Most guests are surprised How quiet the neighbourhood is and at the same time how close to Pluvier is moored to the highlights of the city.<br /><br />Parking at ""parkeerplaats de vijf werelddelen"" 500 mtr. From the boat is relatieve cheap at 1€ per hour or 8€ for 24 hours. <br /><br />Tram nr. 20, 23 and 25 stop at 250 mtr. from the boat. Tramstop Pinckhofsweg. <br /><br />Metro station Wilhelminakade at 450 mtr. <br /><br />Supermarkets, bars, restaurants (Chinese, Surinamers, Pizaria, snackfood) you will find around the corner.",60379943,H.M.Lansdorp,within an hour,100%,99%,t,3.0,4,"Rotterdam, Zuid-Holland, Netherlands",Kop van Zuid - Entrepot,51.9073132,4.5028714,Boat,Entire home/apt,3,,1.5 baths,,2.0,[],134.0,1,365,1125,34,34,1,2023-06-06,2023-12-17,4.79,4.74,4.5,4.88,4.97,4.79,4.5,t,3,3,0,5.07,5.0,5.0,4.071428571428571
813,813,901456621459214857,Townhouse in Rotterdam · ★4.89 · 1 bedroom · 2 beds · 1.5 baths,"De buurt is erg prettig. Centraal gelegen in een oude stadswijk, maar de woning is modern. Winkels zijn vlakbij en tot 22 u open en ook op zondag. Aan het einde van de straat is een park. De bus stopt op de hoek (50m) en gaat direct naarhet station. Loopafstand tot centrum ongeveer 10  minuten. Metro en tram ook vlakbij",423101007,Oscar,within an hour,100%,93%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.91485,4.45906,Entire townhouse,Entire home/apt,2,,1.5 baths,,2.0,[],100.0,7,28,28,9,9,1,2023-07-16,2023-11-27,4.89,5.0,3.78,5.0,5.0,4.78,4.78,f,1,1,0,1.68,5.0,5.0,5.0
814,814,903651175027438012,Rental unit in Rotterdam · 1 bedroom · 2 beds · 1 bath,,91066009,Koop,,,100%,f,1.0,1,,Bergpolder,51.93286415889855,4.469446221862063,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],143.0,5,365,365,1,1,0,2023-11-01,2023-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.57,5.0,5.0,5.0
815,815,904883721217822748,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,"The location is in the quiet area next to the pond, but just a few minutes away from the vibrant heart of the city.",454796450,Albina,,,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Kralingen West,51.92479,4.50477,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],153.0,1,60,60,5,5,0,2023-07-09,2023-10-01,5.0,4.8,5.0,5.0,5.0,4.8,4.6,f,1,1,0,0.89,5.0,5.0,5.0
816,816,906556642623161145,Rental unit in Rotterdam · ★4.67 · 2 bedrooms · 3 beds · 2 baths,,459580656,Caspar,within a few hours,80%,43%,f,1.0,1,,Blijdorp,51.93121,4.46622,Entire rental unit,Entire home/apt,4,,2 baths,,3.0,[],185.0,2,25,25,6,6,0,2023-06-09,2023-09-30,4.67,5.0,4.33,4.83,4.83,4.67,4.83,f,1,1,0,0.91,5.0,5.0,3.6666666666666665
817,817,906639350527234612,Rental unit in Rotterdam · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,,248680026,Marco,,,96%,t,1.0,1,,Dijkzigt,51.9099,4.45949,Entire rental unit,Entire home/apt,3,,1.5 baths,,2.0,[],,2,30,1125,15,15,0,2023-06-25,2023-09-02,4.8,4.87,4.93,5.0,4.93,4.87,4.73,f,1,1,0,2.47,5.0,4.909090909090909,4.7272727272727275
818,818,907049050408446763,Rental unit in Rotterdam · ★4.20 · 1 bedroom · 1 bed · 1.5 baths,,131622113,Daniel,within an hour,100%,97%,f,1.0,4,,Cool,51.91282,4.47681,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],215.0,4,365,1125,5,5,0,2023-08-22,2023-10-07,4.2,4.4,4.0,4.2,3.8,4.8,4.0,t,1,1,0,1.21,5.0,5.0,4.0
819,819,908716111605192267,Rental unit in Rotterdam · 2 bedrooms · 1 bed · 1 bath,,42103117,Roi,,,100%,f,2.0,2,,Noordereiland,51.91445,4.49729,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],165.0,2,60,60,2,2,0,2023-07-02,2023-09-13,4.5,4.0,4.5,5.0,4.5,4.5,4.0,f,2,2,0,0.34,5.0,5.0,5.0
820,820,909156158028584823,Home in Rotterdam · 1 bedroom · 1 bed · 1 bath,"Het Oude Noorden is een opkomende buurt met allemaal leuke plekjes om te eten en drinken, van goede koffie tot traditionele kroegen. Iedere zaterdag is er een hele leuke en gezellige markt in de buurt. Allemaal op loopafstand en 20 minuten lopen vanaf Centraal Station.",12541191,Annelies,,,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Oude Noorden,51.9338456,4.4821989,Entire home,Entire home/apt,2,,1 bath,,1.0,[],125.0,5,8,8,2,2,0,2023-07-07,2023-07-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.35,5.0,5.0,3.5
821,821,909952060282087522,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,"10 min met de watertaxi naar het centrum. Heerlijk rustig aan de Maas, tegenover de Kuip.",420427758,Nathalie,within an hour,100%,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Oud IJsselmonde,51.897652,4.5243703,Private room in condo,Private room,1,,1 shared bath,,1.0,[],175.0,1,1,1,4,4,0,2023-06-15,2023-09-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,0,0.63,5.0,5.0,5.0
822,822,912983700730641281,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Located at the Hofplein fountain and the City Hall of Rotterdam. Close to popular streets and places.<br />- Meent<br />- Blaak<br />- Rotterdam Centraal<br />- Lijnbaan<br />- Witte de Witstraat<br />- Erasmusbrug<br />- Markthal<br />- Coolsingel<br />- Stadhuisplein,519799373,Giovanni,a few days or more,0%,77%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.9244758,4.4794072,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,3,12,12,7,7,0,2023-08-16,2023-10-23,5.0,4.86,4.57,4.86,4.86,4.86,4.71,f,1,1,0,1.62,5.0,5.0,4.75
823,823,913491027133180293,Home in Rotterdam · ★5.0 · 3 bedrooms · 4 beds · 2 baths,,9501530,Karin,within a day,100%,64%,f,1.0,1,,Liskwartier,51.93687,4.47364,Entire home,Entire home/apt,6,,2 baths,,4.0,[],299.0,2,14,14,5,5,0,2023-07-02,2023-10-08,5.0,4.8,4.8,5.0,5.0,4.8,4.6,f,1,1,0,0.86,5.0,5.0,3.75
824,824,913630558342420775,Rental unit in Rotterdam · ★5.0 · 3 bedrooms · 2 beds · 1.5 baths,,80313038,Anne,within a few hours,100%,100%,f,1.0,1,,Stadsdriehoek,51.92325917583919,4.48138368095091,Entire rental unit,Entire home/apt,5,,1.5 baths,,2.0,[],197.0,2,365,365,3,3,0,2023-08-19,2023-08-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.71,5.0,5.0,5.0
825,825,913648216004505879,Rental unit in Rotterdam · 2 bedrooms · 3 beds · 1.5 baths,,7199799,Velissariou,,,83%,f,2.0,2,,Overschie,51.94223,4.42657,Entire rental unit,Entire home/apt,5,,1.5 baths,,3.0,[],,2,365,365,2,2,0,2023-06-25,2023-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0.33,5.0,5.0,5.0
826,826,913693606534420752,Rental unit in Rotterdam · ★3.75 · 1 bedroom · 1 bed · 1 bath,,42798687,Pascal,,,100%,f,1.0,1,,Kralingen West,51.9230281,4.503413999999999,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],111.0,7,30,30,4,4,0,2023-07-04,2023-08-15,3.75,4.0,3.75,4.0,4.0,4.0,3.75,f,1,1,0,0.69,5.0,5.0,5.0
827,827,915214578555893791,Condo in Rotterdam · 1 bedroom · 2 beds · 1.5 baths,"Het is rustig wonen en het appartement is goed geisoleerd tegen kou en geluid. Er kan op de 5e verdieping gebruik gemaakt worden van het dakterras. De Markthal, Kubuswoningen en Station Blaak is op loopafstand.",130307891,Erwin,,,67%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.91688,4.48687,Entire condo,Entire home/apt,2,,1.5 baths,,2.0,[],140.0,5,20,20,2,2,0,2023-08-08,2023-08-24,4.5,5.0,5.0,5.0,5.0,4.5,5.0,f,1,1,0,0.43,5.0,5.0,5.0
828,828,916465186029404860,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,"We adore the neighborhood we live in. It has a cosy and communal vibe, but at the same time breathes the cosmopolitanism and vibrancy of Rotterdam. On Saturdays there is a lovely organic farmer's market at Noordplein (5 minutes walk). The river 'de Rotte' is a 2 minute walk and leads you to some beautiful green spots in the city. At Zwart Janstraat (2 min walk) you find everything you need in terms of groceries, little supermarket, fresh bread, nuts, lovely Moroccan breakfasts and more. At Zwaanshals (1 min walk) you find some of the most interesting and creative stores in Rotterdam, as well as various lovely second hand clothes shops. The house is close to various cafés like Tom's coffee, Hopper, Bonza and all-day breakfast at Wolly. Restaurants are also well-represented in the neighborhood ranging from the hip and delicious middle-Eastern Mecca to Spanish tapas at Destino, Italian delicacies at Mangiare, top (and relatively cheap) pizzas from Salerno.",7306355,Temwa And Melissa,within a day,100%,100%,f,1.0,5,"Rotterdam, Zuid-Holland, Netherlands",Oude Noorden,51.93206,4.48407,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],101.0,4,40,40,3,3,0,2023-07-09,2023-11-04,5.0,5.0,4.67,5.0,5.0,4.67,4.67,f,1,1,0,0.54,5.0,5.0,5.0
829,829,916487308081306569,Home in Rotterdam · ★4.43 · 1 bedroom · 1 bed · 1 bath,,406517090,Robin,within a day,100%,71%,f,1.0,1,,Hillegersberg Zuid,51.94634271336156,4.486986269311513,Entire home,Entire home/apt,2,,1 bath,,1.0,[],110.0,2,365,365,7,7,0,2023-07-06,2023-08-13,4.43,4.86,4.29,4.86,4.57,4.43,4.43,f,1,1,0,1.23,5.0,5.0,5.0
830,830,917403555335869211,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1 bath,,44740754,Alberto,,,100%,f,1.0,2,,Nieuwe Werk,51.90911073207333,4.481268242689733,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],300.0,2,365,365,2,2,0,2023-08-29,2023-09-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.51,5.0,5.0,5.0
831,831,917823687103206018,Rental unit in Rotterdam · ★4.38 · 2 bedrooms · 2 beds · 2 baths,"Fine, friendly and especially green environment close to the center of Rotterdam. Within walking distance all kinds of different restaurants, cafes and other amenities. Several supermarkets nearby.",389767528,Maaike,within a day,100%,83%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Kralingen West,51.9225137,4.5037061,Entire rental unit,Entire home/apt,4,,2 baths,,2.0,[],214.0,2,1125,1125,8,8,0,2023-07-03,2023-09-07,4.38,4.25,3.75,4.5,4.75,4.63,4.38,f,1,1,0,1.38,3.5,3.5,3.0
832,832,917965155851332201,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 3 beds · 1 bath,A lively multicultural neighbourhood where most neighbours know eachother. Also a very creative and artistic community.,130107935,Harriet,within a few hours,100%,94%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Carnisse,51.8902903,4.4804023,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],80.0,2,20,20,24,24,2,2023-07-02,2023-12-10,4.8,4.84,4.8,4.88,4.96,4.6,4.8,f,2,2,0,4.11,5.0,5.0,4.6
833,833,918545438833768719,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,9292201,Lizzy,,,75%,f,1.0,1,,Kralingen Oost,51.9204363,4.5121243,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],120.0,1,30,30,3,3,0,2023-06-30,2023-07-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.51,5.0,5.0,5.0
834,834,918638253264870271,Home in Rotterdam · ★4.95 · 3 bedrooms · 4 beds · 1.5 baths,,521193203,Gongyao,within an hour,100%,88%,t,1.0,1,,Stadsdriehoek,51.91188979030972,4.479423208079761,Entire home,Entire home/apt,6,,1.5 baths,,4.0,[],174.0,2,365,365,21,21,4,2023-08-12,2023-12-17,4.95,5.0,4.86,4.76,4.95,4.95,4.95,f,1,1,0,4.7,5.0,5.0,4.9
835,835,918704007144589015,Home in Hoogvliet Rotterdam · ★4.86 · 3 bedrooms · 3 beds · 1 bath,,27979548,Jennifer,within a few hours,100%,55%,f,1.0,1,,Hoogvliet Zuid,51.86077221236278,4.37116735833518,Entire home,Entire home/apt,5,,1 bath,,3.0,[],155.0,2,30,30,7,7,0,2023-08-06,2023-11-05,4.86,4.86,4.83,5.0,5.0,4.86,4.57,f,1,1,0,1.5,5.0,5.0,3.0
