listing_id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month
924478749927657141,Rental unit in Rotterdam · ★4.43 · 3 bedrooms · 3 beds · 1 bath,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],117.0,30,180,180,7,7,0,2023-07-27,2023-09-23,4.43,4.86,4.57,4.57,5.0,4.43,4.57,f,48,48,0,1.4
925987262729305824,Rental unit in Rotterdam · 2 bedrooms · 1 bed · 1 bath,,523075140,a few days or more,0%,50%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],160.0,2,365,365,2,2,0,2023-07-17,2023-07-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.38
927364723920379301,Rental unit in Rotterdam · 2 bedrooms · 3 beds · 1 bath,,412015385,within a day,100%,54%,t,2.0,3,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],130.0,25,365,365,2,2,0,2023-08-28,2023-09-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.51
927472560806019166,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1.5 baths,,239487539,within an hour,100%,100%,f,2.0,2,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],260.0,7,30,1125,1,1,0,2023-08-19,2023-08-19,4.0,5.0,4.0,5.0,5.0,5.0,4.0,f,1,1,0,0.24
929750341106288548,Home in Rotterdam · ★4.75 · 1 bedroom · 2 beds · 1 bath,"Metro station,Ahoy and. Zuidplein on walking distance",524123727,within an hour,100%,87%,f,1.0,1,Entire home,Entire home/apt,3,,1 bath,,2.0,[],105.0,2,6,1125,4,4,0,2023-08-12,2023-10-23,4.75,5.0,4.75,5.0,5.0,5.0,4.75,t,1,1,0,0.9
933866372313303000,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,384343525,within an hour,100%,67%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],82.0,5,8,8,1,1,0,2023-08-09,2023-08-09,5.0,5.0,4.0,5.0,5.0,4.0,5.0,t,1,1,0,0.22
934242581193240131,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,152598257,,,100%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],90.0,2,13,13,3,3,0,2023-08-12,2023-08-25,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,1,1,0,0.67
936734910730057960,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1.5 baths,,51596514,within a day,90%,15%,f,3.0,5,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],160.0,3,365,365,1,1,0,2023-08-28,2023-08-28,5.0,5.0,4.0,5.0,5.0,4.0,4.0,f,3,1,0,0.25
937718375555142964,Rental unit in Rotterdam · ★4.61 · 1 bedroom · 1 bed · 1 bath,,75798210,within an hour,100%,100%,f,2.0,2,Entire rental unit,Entire home/apt,3,,1 bath,,1.0,[],99.0,2,1125,1125,23,23,6,2023-08-13,2023-12-19,4.61,4.78,4.17,4.61,4.91,4.83,4.57,f,1,1,0,5.19
938421851709359101,Home in Rotterdam · 1 bedroom · 1 bed · 1 bath,"Blijdorp, Rotterdam",139703926,,,100%,f,1.0,3,Entire home,Entire home/apt,2,,1 bath,,1.0,[],,2,60,1125,2,2,0,2023-07-26,2023-08-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0.4
938944807789955270,Condo in Rotterdam · 1 bedroom · 3 beds · 1 private bath,,460531485,within a day,50%,23%,f,2.0,2,Private room in condo,Private room,2,,1 private bath,,3.0,[],86.0,2,365,365,1,1,0,2023-08-26,2023-08-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,0,0.25
939133378407502974,Home in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 3.5 baths,"5 min walk from central station,<br />5 min to Zoo Blijdorp, 10 minutes to city centre. Old als multicultural area.<br /><br />Please contact us for cultural and sight seeing tips (not only the touristic ones, but the places where real Rotterdammers go to 😀)",33346850,within a few hours,86%,82%,f,2.0,2,Entire home,Entire home/apt,5,,3.5 baths,,2.0,[],175.0,2,14,14,2,2,0,2023-08-21,2023-08-25,5.0,4.67,4.0,5.0,5.0,5.0,4.67,f,2,2,0,0.48
939181447884061408,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,526743096,within an hour,100%,92%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],225.0,2,60,60,6,6,0,2023-08-04,2023-11-21,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,1.27
940453619855545644,Condo in Rotterdam · ★4.50 · 3 bedrooms · 5 beds · 1.5 baths,"De buurt ligt aan het stadscentrum van Rotterdam. Op loopafstand bevinden zich winkels, uitgaansgelegenheden, bezienswaardigheden en restaurants.",526521175,within an hour,100%,98%,f,3.0,3,Entire condo,Entire home/apt,6,,1.5 baths,,5.0,[],257.0,2,30,1125,18,18,5,2023-09-23,2023-12-13,4.5,4.78,4.22,4.94,4.89,4.78,4.5,t,1,1,0,5.87
941108768718999105,Rental unit in Rotterdam · 3 bedrooms · 4 beds · 1 bath,,4652398,within a few hours,100%,80%,f,1.0,2,Entire rental unit,Entire home/apt,6,,1 bath,,4.0,[],360.0,2,3,3,2,2,1,2023-10-22,2023-12-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.95
943402639157541437,Rental unit in Rotterdam · ★4.82 · 2 bedrooms · 2 beds · 1 bath,,31806562,within a day,90%,51%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],280.0,2,14,14,11,11,0,2023-08-20,2023-11-12,4.82,4.91,4.73,4.91,4.91,4.82,4.45,f,1,1,0,2.62
943891981145947541,Rental unit in Rotterdam · ★4.94 · 2 bedrooms · 2 beds · 1 bath,,45570406,within a few hours,100%,96%,t,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,2,365,365,16,16,0,2023-08-13,2023-10-21,4.94,4.88,5.0,4.82,4.94,4.94,4.76,f,1,1,0,3.61
944166614804152855,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,46081664,within an hour,100%,100%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],62.0,1,365,365,1,1,0,2023-10-28,2023-10-28,3.0,5.0,3.0,4.0,5.0,5.0,5.0,f,1,1,0,0.53
946271295633077610,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,"Location and Nearby Attractions:<br /><br />This apartment boasts an enviable location with everything Rotterdam has to offer just a stone's throw away. Immerse yourself in the vibrant nightlife on the most popular bar street in the city, mere steps from your doorstep. Enjoy the convenience of walking to every corner of the city, with fantastic restaurants, cozy cafes, and cultural hotspots within a 50-meter radius. And for burger lovers, the best burger restaurant in the Netherlands is a mere 100 meters away, promising a delightful culinary experience.<br /><br />Cultural Gems and City Essentials:<br /><br />Discover the city's rich cultural heritage with the renowned Booijmans museum close by. Hop on the Water taxi, located conveniently nearby, for an exciting journey to the breathtaking windmills of Kinderdijk. The Cityhall is just an 8-minute walk away, adding a touch of historic grandeur to the neighborhood.<br /><br />Convenient Transportation:<br /><br />Getting around Rotterdam",528609695,within an hour,100%,100%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],313.0,2,365,1125,7,7,0,2023-08-13,2023-11-05,5.0,5.0,5.0,5.0,5.0,4.86,4.71,f,1,1,0,1.58
948330102977535793,Rental unit in Rotterdam · ★4.75 · 1 bedroom · 1 bed · 1 bath,,282010279,within an hour,83%,100%,f,1.0,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],90.0,2,21,21,4,4,0,2023-11-02,2023-11-18,4.75,5.0,4.5,5.0,5.0,5.0,5.0,t,1,1,0,2.31
948930014539062847,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,460531485,within a day,50%,23%,f,2.0,2,Private room in rental unit,Private room,1,,1 bath,,1.0,[],50.0,2,365,365,2,2,1,2023-08-24,2023-12-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,0,0.49
955430490465017892,Home in Rotterdam · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,,27124920,,,100%,f,1.0,1,Entire home,Entire home/apt,4,,1.5 baths,,2.0,[],279.0,2,365,365,3,3,0,2023-08-29,2023-09-30,4.67,4.67,4.33,5.0,4.67,4.67,4.67,f,1,1,0,0.77
955597652406567185,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,Quiet,50171963,within an hour,100%,95%,t,1.0,4,Private room in rental unit,Private room,1,,1 bath,,1.0,[],58.0,1,12,12,1,1,0,2023-09-03,2023-09-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,0,0.27
957796478779436590,Rental unit in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,,7102161,within a day,90%,70%,f,2.0,2,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],70.0,1,31,31,9,9,0,2023-09-27,2023-11-19,4.89,4.78,4.89,4.78,5.0,4.78,4.67,f,2,1,0,3.07
958085356741747134,Rental unit in Rotterdam · ★4.73 · 2 bedrooms · 2 beds · 1 bath,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],140.0,30,182,1125,11,11,1,2023-08-20,2023-11-29,4.73,4.82,4.82,4.91,4.55,4.73,4.64,t,48,48,0,2.62
958605603622644141,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,"Navigating our neighborhood is a breeze, offering you convenient access to various attractions and amenities. While our house is a leisurely 25-minute walk from Rotterdam Central Station 🚂, there are efficient transportation options to make your journey even smoother.<br /><br />The tram lines 🚃 24 or 23 present a quick alternative, getting you to the Delfshaven tram stop or the Mathenesserbrug stop in just 15 minutes. A brief 4 to 5-minute stroll from there will bring you to our doorstep. Additionally, the metro system is easily accessible, whisking you to the city center in a mere 8 minutes. <br /><br />When it comes to dining and entertainment, you're spoiled for choice. A mere 3-minute walk lands you in historic Delfshaven, home to a variety of exceptional bars and eateries. One such gem is Café de Sluis, a cozy brown café with friendly bartenders and reasonable beer prices 🍻. The Pelgrim is another highlight, boasting its own brewed beers. And on the other end of the street, you'l",21181433,within a few hours,100%,80%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],144.0,2,365,365,4,4,0,2023-09-25,2023-10-11,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,1,1,0,1.33
959485896565172903,Home in Rotterdam · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,"The neighbourhood is super quiet and relaxing, you will have an ideal environment for resting. Around the area there are some canals and nice parks to walk and enjoy some nice coffee and the traditional Dutch Pannenkoek.",58092522,within an hour,100%,68%,f,3.0,3,Private room in home,Private room,2,,1.5 baths,,1.0,[],70.0,2,365,365,4,4,0,2023-08-27,2023-10-01,4.75,4.75,4.75,5.0,5.0,4.75,4.75,f,1,0,0,1.01
960150540765093287,Rental unit in Rotterdam · ★4.92 · 2 bedrooms · 2 beds · 1 bath,,302893992,within an hour,100%,79%,t,81.0,96,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],149.0,2,21,21,13,13,5,2023-10-03,2023-12-17,4.92,5.0,5.0,5.0,4.92,4.85,4.85,f,14,14,0,4.76
962161144409333223,Home in Rotterdam · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,,29095131,within a few hours,100%,97%,f,2.0,3,Private room in home,Private room,1,,1 shared bath,,1.0,[],50.0,1,365,365,14,14,0,2023-08-22,2023-11-18,4.71,4.86,4.79,5.0,4.93,4.5,4.71,f,2,0,0,3.39
962247718917604269,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,20776026,,,100%,f,1.0,1,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],150.0,2,20,20,3,3,0,2023-09-20,2023-09-29,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0.95
963745430961834909,Rental unit in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1 bath,,443525866,within an hour,100%,95%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],163.0,2,1125,1125,11,11,1,2023-09-07,2023-11-30,4.91,4.91,4.91,5.0,5.0,5.0,4.91,t,1,1,0,3.06
964405990589745915,Condo in Rotterdam · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,Gelegen tussen Erasmusbrug (3 minuten lopen) en Willemsbrug (5 minuten lopen). Aan jachthaven en vlak bij de Hef. Autovrij. Parkeren kan bij Jumbo tegen betaling.,246740468,within an hour,100%,100%,f,1.0,1,Entire condo,Entire home/apt,3,,1.5 baths,,2.0,[],214.0,4,30,30,6,6,0,2023-09-21,2023-11-12,4.83,4.83,4.67,5.0,5.0,5.0,4.67,f,1,1,0,1.91
964501356399982165,Rental unit in Rotterdam · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,,337785131,within a day,100%,70%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],,2,30,500,9,9,0,2023-08-29,2023-11-05,4.8,4.9,4.7,5.0,5.0,5.0,4.7,f,1,1,0,2.31
967493202872235480,Home in Rotterdam · ★4.90 · 1 bedroom · 1 bed · 1 bath,,29095131,within a few hours,100%,97%,f,2.0,3,Private room in home,Private room,1,,1 bath,,1.0,[],50.0,1,365,365,10,10,3,2023-09-14,2023-12-03,4.9,5.0,4.9,4.9,4.9,5.0,4.8,f,2,0,0,2.97
967822742834987847,Home in Rotterdam · ★4.67 · 2 bedrooms · 2 beds · 1 bath,,440154004,within a few hours,100%,100%,f,1.0,1,Entire home,Entire home/apt,3,,1 bath,,2.0,[],105.0,1,365,365,3,3,0,2023-09-24,2023-11-05,4.67,5.0,3.67,5.0,5.0,4.0,4.67,f,1,1,0,0.99
968880140345245171,Guesthouse in Rotterdam · ★4.79 · 1 bedroom · 2 beds · 1.5 baths,,281362224,within an hour,100%,100%,f,1.0,1,Entire guesthouse,Entire home/apt,4,,1.5 baths,,2.0,[],113.0,2,365,365,18,18,6,2023-09-10,2023-12-19,4.79,4.63,4.68,4.89,4.89,4.79,4.53,f,1,1,0,5.14
969332316727900904,Rental unit in Rotterdam · ★5.0 · 4 bedrooms · 4 beds · 2 baths,,291733004,within a few hours,100%,88%,f,3.0,4,Entire rental unit,Entire home/apt,8,,2 baths,,4.0,[],633.0,1,365,365,5,5,1,2023-10-25,2023-11-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,3,0,2.5
969613139503761884,Rental unit in Rotterdam · ★4.80 · 3 bedrooms · 1.5 baths,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,6,,1.5 baths,,,[],150.0,30,182,1125,5,5,1,2023-09-19,2023-12-06,4.8,4.8,5.0,4.8,4.6,5.0,4.4,t,48,48,0,1.56
969664972099338033,Rental unit in Rotterdam · Studio · 1 bath,"The apartment is located in Rotterdam's City Center. It offers a captivating blend of modernity and history, making it an ideal destination for a short stay. As you stroll through the heart of this vibrant Dutch city, you'll be enveloped by an architectural masterpiece. The skyline is punctuated by innovative, awe-inspiring buildings, like the iconic Cube Houses and the soaring Erasmus Bridge.<br /><br />You can explore a diverse range of cultural attractions, from the cutting-edge Kunsthal art museum to the historic Delfshaven district. The bustling Markthal, a food market inside a stunning horseshoe-shaped building, beckons with its culinary delights. As you navigate the city, the charming canals and waterways provide picturesque scenery, often best appreciated from a boat tour.<br /><br />Rotterdam's dynamic atmosphere is evident in its vibrant street art, bustling markets, and trendy boutiques. And if you're in need of a moment of tranquility, the beautiful parks and gardens, such ",448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,6,,1 bath,,,[],139.0,30,182,1125,1,1,0,2023-09-11,2023-09-11,3.0,5.0,4.0,4.0,4.0,5.0,4.0,t,48,48,0,0.29
970941897637885487,Houseboat in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,25623418,within a day,100%,100%,f,1.0,4,Private room in houseboat,Private room,1,,1 shared bath,,1.0,[],60.0,2,5,5,3,3,0,2023-09-17,2023-10-09,5.0,5.0,5.0,4.67,5.0,5.0,5.0,f,1,0,0,0.92
972288839353444069,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,12587405,within a day,100%,14%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],75.0,8,365,365,1,1,0,2023-10-22,2023-10-22,5.0,5.0,4.0,5.0,5.0,4.0,4.0,f,1,1,0,0.48
972345438820774267,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"From this unique Airbnb location, you can step directly into the enchanting old harbor, where you can enjoy a picturesque walk along historic (residential) boats, a working windmill, and an authentic sluice gate. When hunger strikes, you have the option to savor pancakes at the windmill or indulge in the various cozy cafes in the area. From a traditional Rotterdam café like 'De Ooievaar' to an authentic Lebanese restaurant called 'Le Souq.' You can also pay a visit to a real brewery, 'De Pelgrim,' or play a game of pool at the 'Poolcafé.' In this picturesque street, there's something for everyone!<br /><br />Furthermore, the proximity to public transportation and the availability of shared scooters and bikes provide you with the opportunity to easily travel to the bustling city center. This way, you can explore both sides of Rotterdam: from the impressive modern architecture in the center to the charming old warehouses in Delfshaven.",84539905,within a few hours,100%,100%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,2,31,31,8,8,0,2023-09-22,2023-11-19,5.0,5.0,5.0,5.0,5.0,4.88,5.0,f,1,1,0,2.58
972354980877256547,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,65046546,within an hour,100%,100%,f,5.0,7,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],148.0,2,60,60,10,10,4,2023-11-04,2023-12-12,5.0,5.0,5.0,4.9,4.9,5.0,4.9,f,1,1,0,6.0
973026835170574478,Rental unit in Rotterdam · ★4.67 · 2 bedrooms · 3 beds · 1 bath,,499358808,within an hour,100%,70%,f,4.0,4,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],230.0,1,365,365,3,3,0,2023-09-20,2023-11-13,4.67,4.67,4.67,4.67,5.0,3.67,3.67,f,4,2,0,0.95
978152696454987784,Rental unit in Rotterdam · ★4.17 · 1 bedroom · 1 bed · 1 bath,,499358808,within an hour,100%,70%,f,4.0,4,Private room in rental unit,Private room,1,,1 bath,,1.0,[],30.0,1,1125,1125,6,6,1,2023-09-28,2023-11-24,4.17,4.33,4.83,4.5,4.83,4.5,4.33,f,4,2,0,2.07
979072479191919300,Rental unit in Rotterdam · ★4.92 · 2 bedrooms · 4 beds · 1 bath,,15340056,within an hour,100%,98%,f,2.0,2,Entire rental unit,Entire home/apt,4,,1 bath,,4.0,[],130.0,2,365,365,12,12,4,2023-10-13,2023-12-19,4.92,4.92,4.54,4.85,5.0,5.0,4.77,f,2,2,0,5.0
980130608467858999,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Rotterdam West-center offers various to do:<br />-with the old neighbourhood Delsfhaven (the only part of Rotterdam still authentic before the bombing of WWII), where you can enjoy coffee and restaurants, yoga, or rent easily a boat for a tour of the river (I recommend a nice sunny apero-boat  on the river^^)<br />-the more alternative and underground area close to Marconiplein for artistic experience, bars, (keilekafe, Brutus, Weelde).<br />-Nieuwe Binnenweg with many shops, coffees, restaurants and local bars for a hipster experience",27773853,within a few hours,89%,46%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],101.0,4,21,21,4,4,1,2023-09-30,2023-12-05,5.0,5.0,5.0,5.0,5.0,4.75,4.75,f,1,1,0,1.41
981654772511634105,Cabin in Hoek van Holland · ★4.60 · 3 bedrooms · 3 beds · 1 bath,,306305805,within a day,100%,44%,f,1.0,2,Entire cabin,Entire home/apt,5,,1 bath,,3.0,[],165.0,2,365,365,4,4,0,2023-10-03,2023-10-28,4.6,4.8,5.0,4.8,5.0,5.0,4.2,f,1,1,0,1.46
983314286821810443,Condo in Rotterdam · 1 bedroom · 1 bed · 1 bath,"De Esch is a quite area, It is ideal for travelers to take rest after a long travel day or journey. This is also the best neighborhood for the students. Because the Erasmus university and Hogeschool Rotterdam is just 15 minutes by foot.",80550302,within an hour,86%,98%,f,5.0,5,Private room in condo,Private room,2,,1 bath,,1.0,[],63.0,7,1125,1125,1,1,0,2023-11-03,2023-11-03,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,5,0,0,0.59
984637143310796841,Rental unit in Rotterdam · ★4.86 · 2 bedrooms · 3 beds · 1 bath,,116041691,within an hour,100%,95%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],146.0,2,365,365,7,7,4,2023-10-14,2023-12-10,4.86,4.57,5.0,5.0,5.0,4.71,5.0,f,1,1,0,2.96
985506148940273384,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1 bath,"We wonen aan een rustig pleintje in een fijne Rotterdamse buurt met veel gezinnen (Nieuwe Westen). Om de hoek begint het stadsleven met cafés, restaurants en koffietentjes. Je kan ook fijn wandelen in het prachtige Heemraadspark, waar ook een grote speeltuin zit. Zeer gunstig ten opzichte van centraal station (6 minuten fietsen) en van het centrum (5 minuten fietsen).",35993727,within an hour,100%,67%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],107.0,3,365,365,1,1,0,2023-10-18,2023-10-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.45
987498382846258158,Home in Rotterdam · 1 bedroom · 1 bed · 2 baths,,538666652,within a few hours,100%,100%,f,1.0,1,Entire home,Entire home/apt,2,,2 baths,,1.0,[],120.0,1,2,2,2,2,1,2023-10-01,2023-12-03,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0.71
989535164608196849,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,300796912,within a day,100%,100%,f,1.0,2,Entire rental unit,Entire home/apt,3,,1.5 baths,,2.0,[],147.0,1,365,365,9,9,5,2023-10-22,2023-12-22,5.0,4.78,4.78,4.89,4.89,4.89,4.89,f,1,1,0,4.29
993860000964082552,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,40514555,within an hour,100%,80%,f,1.0,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],193.0,2,15,15,3,3,0,2023-10-23,2023-11-12,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1,1,0,1.45
994004883692505464,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,"The apartment is perfectly located in the centre of Rotterdam. It is adjacent to the Oostplein and is located near various dining and entertainment venues. In the immediate vicinity are several shops, public transport and roads. The Erasmus University and the center of Rotterdam are within walking and cycling distance.",441276608,within a day,100%,50%,f,3.0,3,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],280.0,2,365,365,5,5,2,2023-11-05,2023-12-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,3.06
994521165217380693,Rental unit in Rotterdam · ★3.67 · 1 bedroom · 1 bed · 1.5 baths,"In the immediate vicinity are dozens of restaurants and cafes, the metro is a 4-minute walk away and the cube houses and market hall are a 5-minute metro ride and a 15-minute walk away.",182446106,within an hour,100%,100%,f,3.0,6,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],104.0,2,28,1125,3,3,0,2023-10-22,2023-11-08,3.67,4.0,4.0,3.0,3.0,4.0,3.67,f,3,3,0,1.43
994563013011133492,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,,443210898,within an hour,100%,91%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],129.0,1,1125,1125,9,9,3,2023-10-20,2023-12-15,4.8,4.9,5.0,4.9,4.9,4.5,4.7,f,1,1,0,4.15
995059053315036198,Rental unit in Rotterdam · ★4.75 · 1 bedroom · 2 beds · 1.5 shared baths,"The apartment is located between two yacht ports, at the feet of the famous Erasmus bridge, which crosses the river “nieuwe Maas”. <br />Within 5-10 minutes walk, you can find lots of restaurants and bars at the waterside.<br />The great thing is that the building is in a peaceful quiet place, but once you crossed the street, you will be in de city which is alive day and night.<br /><br />Nearby you can find shops, public transportations, ferries, and a view on the beautiful skyline of Rotterdam.<br /><br />Recently they started to make a recreational zone with a city beach in the “Rijnhaven”,a  place to swim, and hang out around the water and enjoy a fee bars. It takes 5 minutes by foot to get there.<br /><br />2 supermarkets within 5 minutes walk reachable.",535769277,within an hour,100%,86%,f,4.0,4,Private room in rental unit,Private room,2,,1.5 shared baths,,2.0,[],77.0,3,365,365,4,4,0,2023-10-12,2023-10-26,4.75,4.75,5.0,4.5,5.0,5.0,4.5,f,4,0,0,1.64
